event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR208762,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,3,Ministry of Defence of Ukraine,Other,"On 21 February 2025, following clashes with Ukrainian forces, Russian military forces lost 76 soldiers (likely as killed and wounded, fatalities coded as 38) on the Southern operational direction (coded to Kherson, Kherson).",38,,1740519993
UKR208763,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-) Marines,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,3,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Ukrainian marines killed and wounded 105 Russian soldiers in Kherson region (fatalities coded as 52. Location is coded as Kherson, Kherson).",52,,1740519993
UKR208764,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,Suspilne Media,National,"On 21 February 2025, Russian drones and artillery struck Kherson, Kherson. 3 civilians were wounded.",0,,1740519993
UKR208765,2025-02-21,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,3,Suspilne Media,National,"Interception: On 21 February 2025, Ukrainian military forces intercepted a Russian kamikaze-drone over the Kherson region (coded to Kherson, Kherson).",0,,1740519993
UKR208766,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Khotin,51.0786,34.78,2,Suspilne Media,National,"On 21 February 2025, Russian drones and artillery struck the Khotin community (coded to Khotin, Sumy). Casualties unknown.",0,,1740519993
UKR208767,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Khrinivka,52.0752,31.8412,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Khrinivka, Chernihiv, presumably with a bomber-drone. Casualties unknown.",0,,1740519993
UKR208768,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Druzhbivska,Khutir-Mykhailivskyi,52.0444,33.9402,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Khutir-Mykhailivskyi, Sumy, presumably with barrel artillery. Casualties unknown.",0,,1740519993
UKR208769,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kindrashivska,Kindrashivka,49.7686,37.5795,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) multiple Ukrainian units, including national guard (coded to Nova Kruhliakivka), some near Kindrashivka, Kharkiv. According to Russian sources, the Ukrainian military lost up to 200 soldiers near Topoli, Kindrashivka, Holubivka, Nova Kruhliakivka, Borova, Shyikivka Yampil and Serebrianka forestry [Russian MoD reported 200 fatalities. Coded as 10 fatalities across 8 events. 2 fatalities coded here].",2,,1740519993
UKR208770,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Bilozerska,Kizomys,46.5634,32.3478,1,Suspilne Media,National,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Kizomys, Kherson. Casualties unknown.",0,,1740519993
UKR208771,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Kliusy,52.0771,31.9292,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Kliusy, Chernihiv, presumably with a bomber-drone. Casualties unknown.",0,,1740519993
UKR208772,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Lymanska,Kolodiazi,49.0829,37.881,2,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian and Ukrainian military clashed near Kolodiazi, Donetsk. Casualties unknown.",0,,1740519993
UKR208773,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Komyshany,46.6361,32.5032,1,Suspilne Media,National,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Komyshany, Kherson. Casualties unknown.",0,,1740519993
UKR208774,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Kopanky,49.3699,37.8513,2,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian and Ukrainian military clashed near Kopanky, Kharkiv. Casualties unknown.",0,,1740519993
UKR208775,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Korenok,51.7988,34.327,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Korenok, Sumy, presumably with FPV-drones. Casualties unknown.",0,,1740519993
UKR208777,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Kostiantynopil,47.9985,37.0374,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 21 February 2025, Russian and Ukrainian military forces clashed near Kostiantynopil, Donetsk. Russian forces hit (likely by artillery as the most common event) multiple Ukrainian units, including territorial defence (coded here), some near Kostiantynopil. According to Russian sources, the Ukrainian military lost up to 160 soldiers near Kostiantynopil, Bahatyr, Burlatske, Temyrivka, Huliapole [Russian MoD reported 160 fatalities. Coded as 10 fatalities across 5 events. 2 fatalities coded here].",2,,1740519993
UKR208779,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Krasnyi Khutir,52.2865,33.0317,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Krasnyi Khutir, Chernihiv, presumably with a bomber-drone and a mortar. Casualties unknown.",0,,1740519993
UKR208780,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Siverska,Serebrianka,48.9211,38.1276,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) multiple Ukrainian units, including national guard (coded to Nova Kruhliakivka), some near Serebrianka, Luhansk. According to Russian sources, the Ukrainian military lost up to 200 soldiers near Topoli, Kindrashivka, Holubivka, Nova Kruhliakivka, Borova, Shyikivka, Yampil and Serebrianka forestry [Russian MoD reported 200 fatalities. Coded as 10 fatalities across 8 events. 1 fatality coded here].",1,,1740519993
UKR208781,2025-02-21,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Kirovohrad,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,3,Suspilne Media,National,"Interception: On 21 February 2025, Ukrainian military forces intercepted 87 Russian kamikaze-drones over several regions, some over the Kirovohrad region (coded to Kropyvnytskyi, Kirovohrad).",0,,1740519993
UKR208782,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Krymske,48.4097,37.8665,2,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian and Ukrainian military clashed near Krymske, Donetsk. Casualties unknown.",0,,1740519993
UKR208783,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Kucherivka,51.7346,34.1884,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Kucherivka, Sumy, presumably with a FPV-drone, a mortar and barrel artillery. A residential building was damaged. Casualties unknown.",0,,1740519993
UKR208784,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Kushuhumska,Kushuhum,47.7165,35.2086,1,Suspilne Media,National,"On 21 February 2025, Russian drones struck Kushuhum, Zaporizhia. There were no casualties.",0,,1740519993
UKR208785,2025-02-21,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,3,Suspilne Media,National,"Interception: On 21 February 2025, Ukrainian military forces intercepted 87 Russian kamikaze-drones over several regions, some over the Kyiv region (coded to Kyiv, Kyiv City).",0,,1740519993
UKR208786,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Sumskyi,Lebedynska,Lebedyn,50.5852,34.4849,2,Suspilne Media,National,"On 21 February 2025, Russian forces fired a missile at the Lebedyn community (coded to Lebedyn, Sumy), damaging a residential building and outbuilding. Casualties unknown.",0,,1740519993
UKR208787,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Luhivka,50.4462,35.4717,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Luhivka, Sumy, presumably with bomber-drones. Casualties unknown.",0,,1740519993
UKR208788,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Lysivka,48.2246,37.2648,2,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian air forces struck near Lysivka, Donetsk. Casualties unknown.",0,,1740519993
UKR208789,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malotokmachanska,Mala Tokmachka,47.5325,35.8978,2,Ministry of Defence of Russia; Suspilne Media,National-Regional,"On 21 February 2025, Russian air forces and artillery struck multiple Ukrainian units, including territorial defence (coded to Dniprovske), some near Mala Tokmachka, Zaporizhia. According to Russian sources, the Ukrainian military lost up to 85 soldiers near Mala Tokmachka, Sadove, Dniprovske [Russian MoD reported 85 fatalities. Coded as 10 fatalities across 3 events. 4 fatalities coded here].",4,,1740519993
UKR208790,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Konotopskyi,Putyvlska,Malushyne,51.4896,34.2315,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Malushyne, Sumy, presumable with FPV-drones. Casualties unknown.",0,,1740519993
UKR208791,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Marhanetska,Marhanets,47.6354,34.6277,2,Suspilne Media,National,"On 21 February 2025, Russian drones and artillery struck the Marhanets community (coded to Marhanets, Dnipropetrovsk). There were no casualties.",0,,1740519993
UKR208792,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Udachnenska,Molodetske,48.2402,36.9361,2,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian and Ukrainian military clashed near Molodetske, Donetsk. The Russian military lost 245 soldiers, 141 of them irreversible (coded as fatalities), near Vodiane Druhe, Yelyzavetivka, Svyrydonivka, Promin, Pishchane, Serhiivka, Andriivka, Ulakly, Udachne, Nadiivka and Molodetske (141 fatalities split across 11 events and coded as 13).",13,,1740519993
